Hotspot,date,hotspot_attacks_window_last3_month,hotspot_attacks_window_last6_month,hotspot_attacks_window_last9_month,hotspot_attacks_window_last12_month
Gulf of Guinea,2010-12-12,8,12,20,21
Gulf of Guinea,2010-12-13,8,12,20,21
Gulf of Guinea,2010-12-14,9,13,21,22
Gulf of Guinea,2010-12-15,10,14,21,23
Gulf of Guinea,2010-12-16,10,14,21,23
Gulf of Guinea,2010-12-17,10,14,21,23
Gulf of Guinea,2010-12-18,9,14,21,23
Gulf of Guinea,2010-12-19,9,14,21,23
Gulf of Guinea,2010-12-20,9,14,20,23
Gulf of Guinea,2010-12-21,7,14,20,23
Gulf of Guinea,2010-12-22,6,14,20,23
Gulf of Guinea,2010-12-23,6,14,20,23
Gulf of Guinea,2010-12-24,7,14,21,24
Gulf of Guinea,2010-12-25,7,14,21,24
Gulf of Guinea,2010-12-26,7,14,21,24
Gulf of Guinea,2010-12-27,7,14,21,24
Gulf of Guinea,2010-12-28,7,14,21,24
Gulf of Guinea,2010-12-29,7,14,21,24
Gulf of Guinea,2010-12-30,6,14,21,24
Gulf of Guinea,2010-12-31,6,14,21,23
Gulf of Guinea,2011-01-01,6,14,21,23
Gulf of Guinea,2011-01-02,6,14,21,23
Gulf of Guinea,2011-01-03,6,14,21,23
Gulf of Guinea,2011-01-04,6,14,21,23
Gulf of Guinea,2011-01-05,6,14,21,23
Gulf of Guinea,2011-01-06,6,14,21,23
Gulf of Guinea,2011-01-07,6,14,20,23
Gulf of Guinea,2011-01-08,6,14,20,23
Gulf of Guinea,2011-01-09,6,14,20,23
Gulf of Guinea,2011-01-10,6,14,20,23
Gulf of Guinea,2011-01-11,6,14,20,23
Gulf of Guinea,2011-01-12,6,14,20,23
Gulf of Guinea,2011-01-13,6,14,20,23
Gulf of Guinea,2011-01-14,6,14,20,23
Gulf of Guinea,2011-01-15,6,14,20,23
Gulf of Guinea,2011-01-16,6,14,20,23
Gulf of Guinea,2011-01-17,6,14,20,23
Gulf of Guinea,2011-01-18,5,14,20,23
Gulf of Guinea,2011-01-19,5,14,20,23
Gulf of Guinea,2011-01-20,5,14,20,23
Gulf of Guinea,2011-01-21,5,13,20,23
Gulf of Guinea,2011-01-22,5,13,19,23
Gulf of Guinea,2011-01-23,5,13,19,23
Gulf of Guinea,2011-01-24,5,13,19,23
Gulf of Guinea,2011-01-25,5,13,19,23
Gulf of Guinea,2011-01-26,5,13,19,23
Gulf of Guinea,2011-01-27,6,14,20,24
Gulf of Guinea,2011-01-28,6,14,20,24
Gulf of Guinea,2011-01-29,6,14,19,24
Gulf of Guinea,2011-01-30,6,14,19,24
Gulf of Guinea,2011-01-31,6,14,19,24
Gulf of Guinea,2011-02-01,6,14,19,24
Gulf of Guinea,2011-02-02,6,14,19,24
Gulf of Guinea,2011-02-03,5,14,19,24
Gulf of Guinea,2011-02-04,5,14,19,24
Gulf of Guinea,2011-02-05,5,14,19,24
Gulf of Guinea,2011-02-06,5,14,19,24
Gulf of Guinea,2011-02-07,5,13,19,24
Gulf of Guinea,2011-02-08,5,13,19,24
Gulf of Guinea,2011-02-09,5,13,19,24
Gulf of Guinea,2011-02-10,6,14,18,25
Gulf of Guinea,2011-02-11,6,14,18,25
Gulf of Guinea,2011-02-12,6,14,18,25
Gulf of Guinea,2011-02-13,6,14,18,25
Gulf of Guinea,2011-02-14,6,14,18,25
Gulf of Guinea,2011-02-15,6,14,18,25
Gulf of Guinea,2011-02-16,6,14,18,25
Gulf of Guinea,2011-02-17,6,14,18,25
Gulf of Guinea,2011-02-18,6,14,18,25
Gulf of Guinea,2011-02-19,5,14,18,25
Gulf of Guinea,2011-02-20,5,14,18,25
Gulf of Guinea,2011-02-21,5,14,18,25
Gulf of Guinea,2011-02-22,5,14,18,25
Gulf of Guinea,2011-02-23,5,14,18,25
Gulf of Guinea,2011-02-24,5,14,18,25
Gulf of Guinea,2011-02-25,5,14,18,25
Gulf of Guinea,2011-02-26,5,14,18,25
Gulf of Guinea,2011-02-27,5,14,18,25
Gulf of Guinea,2011-02-28,5,14,18,25
Gulf of Guinea,2011-03-01,5,14,18,25
Gulf of Guinea,2011-03-02,5,14,18,25
Gulf of Guinea,2011-03-03,6,15,19,26
Gulf of Guinea,2011-03-04,6,15,19,26
Gulf of Guinea,2011-03-05,6,15,19,26
Gulf of Guinea,2011-03-06,6,15,19,26
Gulf of Guinea,2011-03-07,6,15,19,26
Gulf of Guinea,2011-03-08,6,15,19,26
Gulf of Guinea,2011-03-09,6,15,19,26
Gulf of Guinea,2011-03-10,6,15,19,26
Gulf of Guinea,2011-03-11,6,14,18,26
Gulf of Guinea,2011-03-12,6,14,18,26
Gulf of Guinea,2011-03-13,6,14,18,26
Gulf of Guinea,2011-03-14,5,14,18,26
Gulf of Guinea,2011-03-15,4,14,18,25
Gulf of Guinea,2011-03-16,4,14,18,25
Gulf of Guinea,2011-03-17,4,14,18,25
Gulf of Guinea,2011-03-18,4,13,18,25
Gulf of Guinea,2011-03-19,4,13,18,25
Gulf of Guinea,2011-03-20,4,13,18,24
Gulf of Guinea,2011-03-21,5,12,19,25
Gulf of Guinea,2011-03-22,5,11,19,25
Gulf of Guinea,2011-03-23,5,11,19,25
Gulf of Guinea,2011-03-24,4,11,18,25
Gulf of Guinea,2011-03-25,4,11,18,25
Gulf of Guinea,2011-03-26,4,11,18,25
Gulf of Guinea,2011-03-27,4,11,18,25
Gulf of Guinea,2011-03-28,4,11,18,25
Gulf of Guinea,2011-03-29,4,11,18,25
Gulf of Guinea,2011-03-30,4,10,18,25
Gulf of Guinea,2011-03-31,4,10,18,25
Gulf of Guinea,2011-04-01,4,10,18,25
Gulf of Guinea,2011-04-02,4,10,18,25
Gulf of Guinea,2011-04-03,4,10,18,25
Gulf of Guinea,2011-04-04,4,10,18,25
Gulf of Guinea,2011-04-05,4,10,18,25
Gulf of Guinea,2011-04-06,4,10,18,25
Gulf of Guinea,2011-04-07,4,10,18,24
Gulf of Guinea,2011-04-08,4,10,18,24
Gulf of Guinea,2011-04-09,4,10,18,24
Gulf of Guinea,2011-04-10,4,10,18,24
Gulf of Guinea,2011-04-11,5,11,19,25
Gulf of Guinea,2011-04-12,5,11,19,25
Gulf of Guinea,2011-04-13,6,12,20,26
Gulf of Guinea,2011-04-14,6,12,20,26
Gulf of Guinea,2011-04-15,6,12,20,26
Gulf of Guinea,2011-04-16,6,12,20,26
Gulf of Guinea,2011-04-17,6,12,20,26
Gulf of Guinea,2011-04-18,6,11,20,26
Gulf of Guinea,2011-04-19,6,11,20,26
Gulf of Guinea,2011-04-20,6,11,20,26
Gulf of Guinea,2011-04-21,6,11,19,26
Gulf of Guinea,2011-04-22,6,11,19,25
Gulf of Guinea,2011-04-23,6,11,19,25
Gulf of Guinea,2011-04-24,6,11,19,25
Gulf of Guinea,2011-04-25,6,11,19,25
Gulf of Guinea,2011-04-26,6,11,19,25
Gulf of Guinea,2011-04-27,5,11,19,25
Gulf of Guinea,2011-04-28,5,11,19,25
Gulf of Guinea,2011-04-29,6,12,20,25
Gulf of Guinea,2011-04-30,6,12,20,25
Gulf of Guinea,2011-05-01,6,12,20,25
Gulf of Guinea,2011-05-02,6,12,20,25
Gulf of Guinea,2011-05-03,6,12,20,25
Gulf of Guinea,2011-05-04,6,11,20,25
Gulf of Guinea,2011-05-05,6,11,20,25
Gulf of Guinea,2011-05-06,7,12,21,26
Gulf of Guinea,2011-05-07,7,12,21,26
Gulf of Guinea,2011-05-08,9,14,22,28
Gulf of Guinea,2011-05-09,9,14,22,28
Gulf of Guinea,2011-05-10,9,14,22,28
Gulf of Guinea,2011-05-11,8,14,22,26
Gulf of Guinea,2011-05-12,8,14,22,26
Gulf of Guinea,2011-05-13,8,14,22,26
Gulf of Guinea,2011-05-14,8,14,22,26
Gulf of Guinea,2011-05-15,9,15,23,27
Gulf of Guinea,2011-05-16,9,15,23,27
Gulf of Guinea,2011-05-17,9,15,23,27
Gulf of Guinea,2011-05-18,9,15,23,27
Gulf of Guinea,2011-05-19,9,15,23,27
Gulf of Guinea,2011-05-20,9,14,23,27
Gulf of Guinea,2011-05-21,9,14,23,27
Gulf of Guinea,2011-05-22,9,14,23,27
Gulf of Guinea,2011-05-23,9,14,23,27
Gulf of Guinea,2011-05-24,9,14,23,27
Gulf of Guinea,2011-05-25,9,14,23,27
Gulf of Guinea,2011-05-26,9,14,23,27
Gulf of Guinea,2011-05-27,9,14,23,27
Gulf of Guinea,2011-05-28,9,14,23,27
Gulf of Guinea,2011-05-29,9,14,23,27
Gulf of Guinea,2011-05-30,9,14,23,27
Gulf of Guinea,2011-05-31,9,14,23,27
Gulf of Guinea,2011-06-01,8,14,23,27
Gulf of Guinea,2011-06-02,8,14,23,27
Gulf of Guinea,2011-06-03,8,14,23,27
Gulf of Guinea,2011-06-04,8,14,23,27
Gulf of Guinea,2011-06-05,8,14,23,27
Gulf of Guinea,2011-06-06,8,14,23,27
Gulf of Guinea,2011-06-07,8,14,23,27
Gulf of Guinea,2011-06-08,9,15,24,28
Gulf of Guinea,2011-06-09,9,15,23,27
Gulf of Guinea,2011-06-10,9,15,23,27
Gulf of Guinea,2011-06-11,9,15,23,27
Gulf of Guinea,2011-06-12,9,14,23,27
Gulf of Guinea,2011-06-13,9,13,23,27
Gulf of Guinea,2011-06-14,10,14,24,28
Gulf of Guinea,2011-06-15,10,14,24,28
Gulf of Guinea,2011-06-16,10,14,23,28
Gulf of Guinea,2011-06-17,10,14,23,28
Gulf of Guinea,2011-06-18,10,14,23,28
Gulf of Guinea,2011-06-19,9,14,21,28
Gulf of Guinea,2011-06-20,9,14,20,28
Gulf of Guinea,2011-06-21,9,14,20,28
Gulf of Guinea,2011-06-22,9,13,20,27
Gulf of Guinea,2011-06-23,9,13,20,27
Gulf of Guinea,2011-06-24,12,16,23,30
Gulf of Guinea,2011-06-25,12,16,23,30
Gulf of Guinea,2011-06-26,13,17,24,31
Gulf of Guinea,2011-06-27,13,17,24,31
Gulf of Guinea,2011-06-28,13,17,23,31
Gulf of Guinea,2011-06-29,13,17,23,31
Gulf of Guinea,2011-06-30,14,18,24,32
Gulf of Guinea,2011-07-01,14,18,24,32
Gulf of Guinea,2011-07-02,14,18,24,32
Gulf of Guinea,2011-07-03,14,18,24,32
Gulf of Guinea,2011-07-04,14,18,24,32
Gulf of Guinea,2011-07-05,14,18,24,32
Gulf of Guinea,2011-07-06,15,19,25,33
Gulf of Guinea,2011-07-07,15,19,25,33
Gulf of Guinea,2011-07-08,15,19,25,33
Gulf of Guinea,2011-07-09,15,19,25,33
Gulf of Guinea,2011-07-10,14,19,25,33
Gulf of Guinea,2011-07-11,14,19,25,33
Gulf of Guinea,2011-07-12,13,19,25,33
Gulf of Guinea,2011-07-13,13,19,25,33
Gulf of Guinea,2011-07-14,13,19,25,33
Gulf of Guinea,2011-07-15,13,19,25,33
Gulf of Guinea,2011-07-16,14,20,26,34
Gulf of Guinea,2011-07-17,14,20,25,34
Gulf of Guinea,2011-07-18,14,20,25,34
Gulf of Guinea,2011-07-19,14,20,25,34
Gulf of Guinea,2011-07-20,14,20,25,33
Gulf of Guinea,2011-07-21,14,20,25,33
Gulf of Guinea,2011-07-22,14,20,25,33
Gulf of Guinea,2011-07-23,14,20,25,33
Gulf of Guinea,2011-07-24,15,21,26,34
Gulf of Guinea,2011-07-25,15,21,26,34
Gulf of Guinea,2011-07-26,15,20,26,34
Gulf of Guinea,2011-07-27,15,20,26,34
Gulf of Guinea,2011-07-28,14,20,26,34
Gulf of Guinea,2011-07-29,14,20,26,34
Gulf of Guinea,2011-07-30,15,21,27,35
Gulf of Guinea,2011-07-31,16,22,28,36
Gulf of Guinea,2011-08-01,16,22,28,36
Gulf of Guinea,2011-08-02,16,22,27,36
Gulf of Guinea,2011-08-03,16,22,27,36
Gulf of Guinea,2011-08-04,15,22,27,36
Gulf of Guinea,2011-08-05,15,22,27,36
Gulf of Guinea,2011-08-06,13,22,27,35
Gulf of Guinea,2011-08-07,13,22,27,35
Gulf of Guinea,2011-08-08,13,22,27,35
Gulf of Guinea,2011-08-09,13,21,27,35
Gulf of Guinea,2011-08-10,13,21,27,35
Gulf of Guinea,2011-08-11,13,21,27,35
Gulf of Guinea,2011-08-12,13,21,27,35
Gulf of Guinea,2011-08-13,12,21,27,35
Gulf of Guinea,2011-08-14,12,21,27,35
Gulf of Guinea,2011-08-15,12,21,27,35
Gulf of Guinea,2011-08-16,12,21,27,35
Gulf of Guinea,2011-08-17,12,21,27,35
Gulf of Guinea,2011-08-18,12,21,26,35
Gulf of Guinea,2011-08-19,12,21,26,35
Gulf of Guinea,2011-08-20,13,22,27,36
Gulf of Guinea,2011-08-21,13,22,27,36
Gulf of Guinea,2011-08-22,13,22,27,36
Gulf of Guinea,2011-08-23,13,22,27,36
Gulf of Guinea,2011-08-24,13,22,27,36
Gulf of Guinea,2011-08-25,13,22,27,36
Gulf of Guinea,2011-08-26,13,22,27,36
Gulf of Guinea,2011-08-27,13,22,27,36
Gulf of Guinea,2011-08-28,13,22,27,36
Gulf of Guinea,2011-08-29,13,22,27,36
Gulf of Guinea,2011-08-30,13,21,27,36
Gulf of Guinea,2011-08-31,13,21,27,36
Gulf of Guinea,2011-09-01,13,21,27,36
Gulf of Guinea,2011-09-02,13,21,27,36
Gulf of Guinea,2011-09-03,13,21,27,36
Gulf of Guinea,2011-09-04,13,21,27,36
Gulf of Guinea,2011-09-05,13,21,27,36
Gulf of Guinea,2011-09-06,12,21,27,36
Gulf of Guinea,2011-09-07,12,21,27,35
Gulf of Guinea,2011-09-08,12,21,27,35
Gulf of Guinea,2011-09-09,12,21,27,35
Gulf of Guinea,2011-09-10,12,21,26,35
Gulf of Guinea,2011-09-11,12,21,25,35
Gulf of Guinea,2011-09-12,11,21,25,35
Gulf of Guinea,2011-09-13,11,21,25,35
Gulf of Guinea,2011-09-14,14,24,28,37
Gulf of Guinea,2011-09-15,14,24,28,37
Gulf of Guinea,2011-09-16,15,25,29,38
Gulf of Guinea,2011-09-17,15,24,29,36
Gulf of Guinea,2011-09-18,15,24,29,35
Gulf of Guinea,2011-09-19,15,24,29,35
Gulf of Guinea,2011-09-20,15,24,28,35
Gulf of Guinea,2011-09-21,15,24,28,35
Gulf of Guinea,2011-09-22,13,25,29,36
Gulf of Guinea,2011-09-23,13,25,29,36
Gulf of Guinea,2011-09-24,13,26,30,37
Gulf of Guinea,2011-09-25,13,26,30,37
Gulf of Guinea,2011-09-26,13,26,30,36
Gulf of Guinea,2011-09-27,13,26,30,36
Gulf of Guinea,2011-09-28,12,26,30,36
Gulf of Guinea,2011-09-29,12,26,30,36
Gulf of Guinea,2011-09-30,12,26,30,36
Gulf of Guinea,2011-10-01,12,26,30,36
Gulf of Guinea,2011-10-02,13,27,31,37
Gulf of Guinea,2011-10-03,13,27,31,37
Gulf of Guinea,2011-10-04,12,27,31,37
Gulf of Guinea,2011-10-05,12,27,31,37
Gulf of Guinea,2011-10-06,12,27,31,37
Gulf of Guinea,2011-10-07,12,27,31,37
Gulf of Guinea,2011-10-08,13,27,32,38
Gulf of Guinea,2011-10-09,13,27,32,38
Gulf of Guinea,2011-10-10,13,26,32,38
Gulf of Guinea,2011-10-11,13,26,32,38
Gulf of Guinea,2011-10-12,13,26,32,38
Gulf of Guinea,2011-10-13,13,26,32,38
Gulf of Guinea,2011-10-14,12,26,32,38
Gulf of Guinea,2011-10-15,12,26,32,37
Gulf of Guinea,2011-10-16,12,26,32,37
Gulf of Guinea,2011-10-17,12,26,32,37
Gulf of Guinea,2011-10-18,12,26,32,37
Gulf of Guinea,2011-10-19,12,26,32,37
Gulf of Guinea,2011-10-20,12,26,32,37
Gulf of Guinea,2011-10-21,12,26,32,37
Gulf of Guinea,2011-10-22,11,26,32,37
Gulf of Guinea,2011-10-23,11,26,32,37
Gulf of Guinea,2011-10-24,11,26,31,37
Gulf of Guinea,2011-10-25,11,26,31,37
Gulf of Guinea,2011-10-26,12,26,32,38
Gulf of Guinea,2011-10-27,12,26,32,38
Gulf of Guinea,2011-10-28,11,26,32,38
Gulf of Guinea,2011-10-29,11,27,33,39
Gulf of Guinea,2011-10-30,11,27,33,39
Gulf of Guinea,2011-10-31,11,27,33,38
Gulf of Guinea,2011-11-01,11,27,33,38
Gulf of Guinea,2011-11-02,11,26,33,38
Gulf of Guinea,2011-11-03,11,26,33,38
Gulf of Guinea,2011-11-04,11,24,33,38
Gulf of Guinea,2011-11-05,11,24,33,38
Gulf of Guinea,2011-11-06,11,24,33,38
Gulf of Guinea,2011-11-07,11,24,32,38
Gulf of Guinea,2011-11-08,11,24,32,38
Gulf of Guinea,2011-11-09,11,24,32,38
Gulf of Guinea,2011-11-10,11,24,32,38
Gulf of Guinea,2011-11-11,11,23,32,38
Gulf of Guinea,2011-11-12,11,23,32,38
Gulf of Guinea,2011-11-13,11,23,32,38
Gulf of Guinea,2011-11-14,11,23,32,38
Gulf of Guinea,2011-11-15,11,23,32,38
Gulf of Guinea,2011-11-16,11,23,32,37
Gulf of Guinea,2011-11-17,11,23,32,37
Gulf of Guinea,2011-11-18,10,23,32,37
Gulf of Guinea,2011-11-19,10,23,32,37
Gulf of Guinea,2011-11-20,10,23,32,37
Gulf of Guinea,2011-11-21,10,23,32,37
Gulf of Guinea,2011-11-22,10,23,32,37
Gulf of Guinea,2011-11-23,10,23,32,37
Gulf of Guinea,2011-11-24,10,23,32,37
Gulf of Guinea,2011-11-25,10,23,32,37
Gulf of Guinea,2011-11-26,10,23,32,37
Gulf of Guinea,2011-11-27,10,23,32,37
Gulf of Guinea,2011-11-28,10,23,31,37
Gulf of Guinea,2011-11-29,10,23,31,37
Gulf of Guinea,2011-11-30,10,23,31,37
Gulf of Guinea,2011-12-01,10,23,31,37
Gulf of Guinea,2011-12-02,10,23,31,37
Gulf of Guinea,2011-12-03,10,23,31,37
Gulf of Guinea,2011-12-04,10,23,31,37
Gulf of Guinea,2011-12-05,10,22,31,37
Gulf of Guinea,2011-12-06,10,22,31,37
Gulf of Guinea,2011-12-07,10,22,31,37
Gulf of Guinea,2011-12-08,10,22,31,37
Gulf of Guinea,2011-12-09,10,22,31,36
Gulf of Guinea,2011-12-10,10,22,31,35
Gulf of Guinea,2011-12-11,10,21,31,35
Gulf of Guinea,2011-12-12,10,21,31,35
Gulf of Guinea,2011-12-13,7,21,31,35
Gulf of Guinea,2011-12-14,7,21,31,35
Gulf of Guinea,2011-12-15,6,21,31,35
Gulf of Guinea,2011-12-16,6,21,30,35
Gulf of Guinea,2011-12-17,6,21,30,35
Gulf of Guinea,2011-12-18,6,21,30,35
Gulf of Guinea,2011-12-19,6,21,30,34
Gulf of Guinea,2011-12-20,6,21,30,34
Gulf of Guinea,2011-12-21,5,18,30,34
Gulf of Guinea,2011-12-22,5,18,30,34
Gulf of Guinea,2011-12-23,4,17,30,34
Gulf of Guinea,2011-12-24,4,17,30,34
Gulf of Guinea,2011-12-25,4,17,30,34
Gulf of Guinea,2011-12-26,4,17,30,34
Gulf of Guinea,2011-12-27,4,16,30,34
Gulf of Guinea,2011-12-28,4,16,30,34
Gulf of Guinea,2011-12-29,4,16,30,34
Gulf of Guinea,2011-12-30,4,16,30,34
Gulf of Guinea,2011-12-31,3,16,30,34
Gulf of Guinea,2012-01-01,3,16,30,34
Gulf of Guinea,2012-01-02,3,15,30,34
Gulf of Guinea,2012-01-03,4,16,31,35
Gulf of Guinea,2012-01-04,4,16,31,35
Gulf of Guinea,2012-01-05,4,16,31,35
Gulf of Guinea,2012-01-06,3,16,30,35
Gulf of Guinea,2012-01-07,3,16,30,35
Gulf of Guinea,2012-01-08,3,16,29,35
Gulf of Guinea,2012-01-09,5,18,31,37
Gulf of Guinea,2012-01-10,5,18,31,37
Gulf of Guinea,2012-01-11,6,19,32,38
Gulf of Guinea,2012-01-12,6,18,32,38
Gulf of Guinea,2012-01-13,6,18,32,38
Gulf of Guinea,2012-01-14,6,18,32,38
Gulf of Guinea,2012-01-15,6,18,32,38
Gulf of Guinea,2012-01-16,6,18,32,38
Gulf of Guinea,2012-01-17,6,18,32,38
Gulf of Guinea,2012-01-18,6,18,32,38
Gulf of Guinea,2012-01-19,6,18,32,38
Gulf of Guinea,2012-01-20,6,17,32,38
Gulf of Guinea,2012-01-21,6,17,32,38
Gulf of Guinea,2012-01-22,6,17,32,37
Gulf of Guinea,2012-01-23,6,17,32,37
Gulf of Guinea,2012-01-24,5,17,31,37
Gulf of Guinea,2012-01-25,5,17,31,37
Gulf of Guinea,2012-01-26,5,16,31,37
Gulf of Guinea,2012-01-27,4,15,31,37
Gulf of Guinea,2012-01-28,4,15,31,37
Gulf of Guinea,2012-01-29,4,15,31,37
Gulf of Guinea,2012-01-30,4,15,31,37
Gulf of Guinea,2012-01-31,4,15,30,37
Gulf of Guinea,2012-02-01,4,15,30,37
Gulf of Guinea,2012-02-02,4,15,28,37
Gulf of Guinea,2012-02-03,4,15,28,37
Gulf of Guinea,2012-02-04,4,15,28,37
Gulf of Guinea,2012-02-05,4,15,28,36
Gulf of Guinea,2012-02-06,4,15,28,36
Gulf of Guinea,2012-02-07,4,15,28,36
Gulf of Guinea,2012-02-08,4,15,28,36
Gulf of Guinea,2012-02-09,6,17,29,38
Gulf of Guinea,2012-02-10,6,17,29,38
Gulf of Guinea,2012-02-11,7,18,30,39
Gulf of Guinea,2012-02-12,7,18,30,39
Gulf of Guinea,2012-02-13,8,19,31,40
Gulf of Guinea,2012-02-14,8,19,31,40
Gulf of Guinea,2012-02-15,8,19,31,40
Gulf of Guinea,2012-02-16,9,19,32,41
Gulf of Guinea,2012-02-17,9,19,32,41
Gulf of Guinea,2012-02-18,9,19,32,41
Gulf of Guinea,2012-02-19,9,19,32,41
Gulf of Guinea,2012-02-20,9,19,32,41
Gulf of Guinea,2012-02-21,9,19,32,41
Gulf of Guinea,2012-02-22,9,19,32,41
Gulf of Guinea,2012-02-23,9,19,32,41
Gulf of Guinea,2012-02-24,9,19,32,41
Gulf of Guinea,2012-02-25,9,19,32,41
Gulf of Guinea,2012-02-26,10,20,33,41
Gulf of Guinea,2012-02-27,10,20,33,41
Gulf of Guinea,2012-02-28,11,21,34,42
Gulf of Guinea,2012-02-29,13,23,36,44
Gulf of Guinea,2012-03-01,13,23,36,44
Gulf of Guinea,2012-03-02,13,23,36,44
Gulf of Guinea,2012-03-03,13,23,36,44
Gulf of Guinea,2012-03-04,13,23,35,44
Gulf of Guinea,2012-03-05,13,23,35,44
Gulf of Guinea,2012-03-06,13,23,35,44
Gulf of Guinea,2012-03-07,14,24,36,45
Gulf of Guinea,2012-03-08,14,24,36,45
Gulf of Guinea,2012-03-09,14,24,36,45
Gulf of Guinea,2012-03-10,14,24,35,45
Gulf of Guinea,2012-03-11,14,24,35,45
Gulf of Guinea,2012-03-12,14,21,35,45
Gulf of Guinea,2012-03-13,14,21,35,45
Gulf of Guinea,2012-03-14,14,20,35,45
Gulf of Guinea,2012-03-15,14,20,35,44
Gulf of Guinea,2012-03-16,14,20,35,44
Gulf of Guinea,2012-03-17,15,21,36,45
Gulf of Guinea,2012-03-18,15,21,36,45
Gulf of Guinea,2012-03-19,15,21,36,45
Gulf of Guinea,2012-03-20,15,20,33,45
Gulf of Guinea,2012-03-21,15,20,33,45
Gulf of Guinea,2012-03-22,16,20,33,46
Gulf of Guinea,2012-03-23,16,20,33,46
Gulf of Guinea,2012-03-24,16,20,33,46
Gulf of Guinea,2012-03-25,16,20,33,46
Gulf of Guinea,2012-03-26,16,20,32,46
Gulf of Guinea,2012-03-27,16,20,32,46
Gulf of Guinea,2012-03-28,16,20,32,46
Gulf of Guinea,2012-03-29,16,20,32,46
Gulf of Guinea,2012-03-30,16,19,32,46
Gulf of Guinea,2012-03-31,16,19,32,46
Gulf of Guinea,2012-04-01,16,19,31,46
Gulf of Guinea,2012-04-02,15,19,31,46
Gulf of Guinea,2012-04-03,15,19,31,46
Gulf of Guinea,2012-04-04,18,22,34,49
Gulf of Guinea,2012-04-05,18,21,34,48
Gulf of Guinea,2012-04-06,18,21,34,48
Gulf of Guinea,2012-04-07,18,21,34,47
Gulf of Guinea,2012-04-08,16,21,34,47
Gulf of Guinea,2012-04-09,16,21,34,47
Gulf of Guinea,2012-04-10,15,21,34,47
Gulf of Guinea,2012-04-11,15,21,33,47
Gulf of Guinea,2012-04-12,15,21,33,47
Gulf of Guinea,2012-04-13,15,21,33,47
Gulf of Guinea,2012-04-14,15,21,33,47
Gulf of Guinea,2012-04-15,15,21,33,47
Gulf of Guinea,2012-04-16,15,21,33,47
Gulf of Guinea,2012-04-17,15,21,33,47
Gulf of Guinea,2012-04-18,15,21,33,47
Gulf of Guinea,2012-04-19,15,21,32,47
Gulf of Guinea,2012-04-20,15,21,32,47
Gulf of Guinea,2012-04-21,15,21,32,47
Gulf of Guinea,2012-04-22,15,21,32,47
Gulf of Guinea,2012-04-23,15,20,32,46
Gulf of Guinea,2012-04-24,15,20,32,46
Gulf of Guinea,2012-04-25,16,21,32,47
Gulf of Guinea,2012-04-26,16,20,31,47
Gulf of Guinea,2012-04-27,16,20,31,47
Gulf of Guinea,2012-04-28,16,20,31,47
Gulf of Guinea,2012-04-29,16,20,31,47
Gulf of Guinea,2012-04-30,17,21,32,47
Gulf of Guinea,2012-05-01,17,21,32,47
Gulf of Guinea,2012-05-02,17,21,32,45
Gulf of Guinea,2012-05-03,17,21,32,45
Gulf of Guinea,2012-05-04,18,22,33,46
Gulf of Guinea,2012-05-05,18,22,33,46
Gulf of Guinea,2012-05-06,18,22,33,46
Gulf of Guinea,2012-05-07,19,23,34,47
Gulf of Guinea,2012-05-08,20,24,35,48
Gulf of Guinea,2012-05-09,18,24,35,47
Gulf of Guinea,2012-05-10,18,24,35,47
Gulf of Guinea,2012-05-11,17,24,35,47
Gulf of Guinea,2012-05-12,17,24,35,47
Gulf of Guinea,2012-05-13,16,24,35,47
Gulf of Guinea,2012-05-14,16,24,35,47
Gulf of Guinea,2012-05-15,16,24,35,47
Gulf of Guinea,2012-05-16,15,24,34,47
Gulf of Guinea,2012-05-17,16,25,35,48
Gulf of Guinea,2012-05-18,16,25,35,48
Gulf of Guinea,2012-05-19,16,25,35,48
Gulf of Guinea,2012-05-20,16,25,35,48
Gulf of Guinea,2012-05-21,16,25,35,48
Gulf of Guinea,2012-05-22,16,25,35,48
Gulf of Guinea,2012-05-23,16,25,35,48
Gulf of Guinea,2012-05-24,16,25,35,48
Gulf of Guinea,2012-05-25,16,25,35,48
Gulf of Guinea,2012-05-26,15,25,35,48
Gulf of Guinea,2012-05-27,15,25,35,48
Gulf of Guinea,2012-05-28,14,25,35,48
Gulf of Guinea,2012-05-29,12,25,35,48
Gulf of Guinea,2012-05-30,12,25,35,48
Gulf of Guinea,2012-05-31,12,25,35,48
Gulf of Guinea,2012-06-01,13,26,36,49
Gulf of Guinea,2012-06-02,13,26,36,48
Gulf of Guinea,2012-06-03,13,26,36,48
Gulf of Guinea,2012-06-04,13,26,36,48
Gulf of Guinea,2012-06-05,12,26,36,48
Gulf of Guinea,2012-06-06,12,26,36,48
Gulf of Guinea,2012-06-07,12,26,36,48
Gulf of Guinea,2012-06-08,12,26,36,47
Gulf of Guinea,2012-06-09,12,26,36,47
Gulf of Guinea,2012-06-10,12,26,33,47
Gulf of Guinea,2012-06-11,12,26,33,47
Gulf of Guinea,2012-06-12,12,26,32,47
Gulf of Guinea,2012-06-13,12,26,32,47
Gulf of Guinea,2012-06-14,12,26,32,47
Gulf of Guinea,2012-06-15,11,26,32,47
Gulf of Guinea,2012-06-16,11,26,32,47
Gulf of Guinea,2012-06-17,11,26,32,47
Gulf of Guinea,2012-06-18,11,26,31,44
Gulf of Guinea,2012-06-19,11,26,31,44
Gulf of Guinea,2012-06-20,10,26,30,43
