date,fuel_index,price_usd_mt
2015-02-08,BIX 180 CST,383.93
2015-02-09,BIX 180 CST,388.99
2015-02-10,BIX 180 CST,391.1
2015-02-11,BIX 180 CST,390
2015-02-12,BIX 180 CST,386.11
2015-02-13,BIX 180 CST,397.69
2015-02-14,BIX 180 CST,397.69
2015-02-15,BIX 180 CST,397.69
2015-02-16,BIX 180 CST,402.67
2015-02-17,BIX 180 CST,405.51
2015-02-18,BIX 180 CST,412.51
2015-02-19,BIX 180 CST,409.87
2015-02-20,BIX 180 CST,409.58
2015-02-21,BIX 180 CST,409.58
2015-02-22,BIX 180 CST,409.58
2015-02-23,BIX 180 CST,409.7
2015-02-24,BIX 180 CST,406.29
2015-02-25,BIX 180 CST,404.28
2015-02-26,BIX 180 CST,408.19
2015-02-27,BIX 180 CST,413.73
2015-02-28,BIX 180 CST,413.73
2015-03-01,BIX 180 CST,413.73
2015-03-02,BIX 180 CST,414.84
2015-03-03,BIX 180 CST,412.1
2015-03-04,BIX 180 CST,408.2
2015-03-05,BIX 180 CST,407.18
2015-03-06,BIX 180 CST,406.33
2015-03-07,BIX 180 CST,406.33
2015-03-08,BIX 180 CST,406.33
2015-03-09,BIX 180 CST,403.48
2015-03-10,BIX 180 CST,399.98
2015-03-11,BIX 180 CST,394.78
2015-03-12,BIX 180 CST,395.89
2015-03-13,BIX 180 CST,396.72
2015-03-14,BIX 180 CST,396.72
2015-03-15,BIX 180 CST,396.72
2015-03-16,BIX 180 CST,387.34
2015-03-17,BIX 180 CST,384.8
2015-03-18,BIX 180 CST,381.02
2015-03-19,BIX 180 CST,384.27
2015-03-20,BIX 180 CST,384.26
2015-03-21,BIX 180 CST,384.26
2015-03-22,BIX 180 CST,384.26
2015-03-23,BIX 180 CST,383.08
2015-03-24,BIX 180 CST,389.79
2015-03-25,BIX 180 CST,389.71
2015-03-26,BIX 180 CST,399.76
2015-03-27,BIX 180 CST,395.98
2015-03-28,BIX 180 CST,395.98
2015-03-29,BIX 180 CST,395.98
2015-03-30,BIX 180 CST,392.24
2015-03-31,BIX 180 CST,388.92
2015-04-01,BIX 180 CST,383.4
2015-04-02,BIX 180 CST,386.73
2015-04-03,BIX 180 CST,386.73
2015-04-04,BIX 180 CST,386.73
2015-04-05,BIX 180 CST,386.73
2015-04-06,BIX 180 CST,385.87
2015-04-07,BIX 180 CST,388.02
2015-04-08,BIX 180 CST,390.89
2015-04-09,BIX 180 CST,387.69
2015-04-10,BIX 180 CST,388.19
2015-04-11,BIX 180 CST,388.19
2015-04-12,BIX 180 CST,388.19
2015-04-13,BIX 180 CST,394.5
2015-04-14,BIX 180 CST,394.87
2015-04-15,BIX 180 CST,396.95
2015-04-16,BIX 180 CST,402.01
2015-04-17,BIX 180 CST,406.11
2015-04-18,BIX 180 CST,406.11
2015-04-19,BIX 180 CST,406.11
2015-04-20,BIX 180 CST,409.48
2015-04-21,BIX 180 CST,409.64
2015-04-22,BIX 180 CST,408.49
2015-04-23,BIX 180 CST,406.55
2015-04-24,BIX 180 CST,413.32
2015-04-25,BIX 180 CST,413.32
2015-04-26,BIX 180 CST,413.32
2015-04-27,BIX 180 CST,414.36
2015-04-28,BIX 180 CST,415.07
2015-04-29,BIX 180 CST,416.35
2015-04-30,BIX 180 CST,420.38
2015-05-01,BIX 180 CST,420.41
2015-05-02,BIX 180 CST,420.41
2015-05-03,BIX 180 CST,420.41
2015-05-04,BIX 180 CST,424.22
2015-05-05,BIX 180 CST,427.78
2015-05-06,BIX 180 CST,435.59
2015-05-07,BIX 180 CST,435.33
2015-05-08,BIX 180 CST,432.04
2015-05-09,BIX 180 CST,432.04
2015-05-10,BIX 180 CST,432.04
2015-05-11,BIX 180 CST,431.64
2015-05-12,BIX 180 CST,430.32
2015-05-13,BIX 180 CST,435.6
2015-05-14,BIX 180 CST,434.76
2015-05-15,BIX 180 CST,434.5
2015-05-16,BIX 180 CST,434.5
2015-05-17,BIX 180 CST,434.5
2015-05-18,BIX 180 CST,433.39
2015-05-19,BIX 180 CST,432.73
2015-05-20,BIX 180 CST,426.97
2015-05-21,BIX 180 CST,426.99
2015-05-22,BIX 180 CST,431.5
2015-05-23,BIX 180 CST,431.5
2015-05-24,BIX 180 CST,431.5
2015-05-25,BIX 180 CST,429.96
2015-05-26,BIX 180 CST,427.38
2015-05-27,BIX 180 CST,425.06
2015-05-28,BIX 180 CST,421.79
2015-05-29,BIX 180 CST,422.96
2015-05-30,BIX 180 CST,422.96
2015-05-31,BIX 180 CST,422.96
2015-06-01,BIX 180 CST,427.02
2015-06-02,BIX 180 CST,424.51
2015-06-03,BIX 180 CST,427.49
2015-06-04,BIX 180 CST,422.14
2015-06-05,BIX 180 CST,416
2015-06-06,BIX 180 CST,416
2015-06-07,BIX 180 CST,416
2015-06-08,BIX 180 CST,415.29
2015-06-09,BIX 180 CST,416.01
2015-06-10,BIX 180 CST,420.08
2015-06-11,BIX 180 CST,420.47
2015-06-12,BIX 180 CST,418.2
2015-06-13,BIX 180 CST,418.2
2015-06-14,BIX 180 CST,418.2
2015-06-15,BIX 180 CST,417.79
2015-06-16,BIX 180 CST,414.31
2015-06-17,BIX 180 CST,416.02
2015-06-18,BIX 180 CST,417.04
2015-06-19,BIX 180 CST,417.32
2015-06-20,BIX 180 CST,417.32
2015-06-21,BIX 180 CST,417.32
2015-06-22,BIX 180 CST,413.76
2015-06-23,BIX 180 CST,414.27
2015-06-24,BIX 180 CST,415.54
2015-06-25,BIX 180 CST,413.68
2015-06-26,BIX 180 CST,409.56
2015-06-27,BIX 180 CST,409.56
2015-06-28,BIX 180 CST,409.56
2015-06-29,BIX 180 CST,408.49
2015-06-30,BIX 180 CST,408.64
2015-07-01,BIX 180 CST,408.7
2015-07-02,BIX 180 CST,406.68
2015-07-03,BIX 180 CST,406.01
2015-07-04,BIX 180 CST,406.01
2015-07-05,BIX 180 CST,406.01
2015-07-06,BIX 180 CST,397.6
2015-07-07,BIX 180 CST,389.82
2015-07-08,BIX 180 CST,385.6
2015-07-09,BIX 180 CST,386.71
2015-07-10,BIX 180 CST,389.27
2015-07-11,BIX 180 CST,389.27
2015-07-12,BIX 180 CST,389.27
2015-07-13,BIX 180 CST,386.75
2015-07-14,BIX 180 CST,385.96
2015-07-15,BIX 180 CST,385.34
2015-07-16,BIX 180 CST,383.58
2015-07-17,BIX 180 CST,382.36
2015-07-18,BIX 180 CST,382.36
2015-07-19,BIX 180 CST,382.36
2015-07-20,BIX 180 CST,379.71
2015-07-21,BIX 180 CST,379.19
2015-07-22,BIX 180 CST,377.62
2015-07-23,BIX 180 CST,374.89
2015-07-24,BIX 180 CST,369.84
2015-07-25,BIX 180 CST,369.84
2015-07-26,BIX 180 CST,369.84
2015-07-27,BIX 180 CST,364.61
2015-07-28,BIX 180 CST,362.59
2015-07-29,BIX 180 CST,361.51
2015-07-30,BIX 180 CST,361.17
2015-07-31,BIX 180 CST,360.96
2015-08-01,BIX 180 CST,360.96
2015-08-02,BIX 180 CST,360.96
2015-08-03,BIX 180 CST,353.8
2015-08-04,BIX 180 CST,350.76
2015-08-05,BIX 180 CST,349.41
2015-08-06,BIX 180 CST,347.56
2015-08-07,BIX 180 CST,345.52
2015-08-08,BIX 180 CST,345.52
2015-08-09,BIX 180 CST,345.52
2015-08-10,BIX 180 CST,344.59
2015-08-11,BIX 180 CST,345.64
2015-08-12,BIX 180 CST,342.75
2015-08-13,BIX 180 CST,341.52
2015-08-14,BIX 180 CST,339.86
2015-08-15,BIX 180 CST,339.86
2015-08-16,BIX 180 CST,339.86
2015-08-17,BIX 180 CST,335.65
2015-08-18,BIX 180 CST,333.9
2015-08-19,BIX 180 CST,331.19
2015-08-20,BIX 180 CST,325.39
2015-08-21,BIX 180 CST,319.25
2015-08-22,BIX 180 CST,319.25
2015-08-23,BIX 180 CST,319.25
2015-08-24,BIX 180 CST,307.21
2015-08-25,BIX 180 CST,299.52
2015-08-26,BIX 180 CST,300.54
2015-08-27,BIX 180 CST,299.75
2015-08-28,BIX 180 CST,312.13
2015-08-29,BIX 180 CST,312.13
2015-08-30,BIX 180 CST,312.13
2015-08-31,BIX 180 CST,317.18
2015-09-01,BIX 180 CST,326.63
2015-09-02,BIX 180 CST,325.01
2015-09-03,BIX 180 CST,327.97
2015-09-04,BIX 180 CST,328.78
2015-09-05,BIX 180 CST,328.78
2015-09-06,BIX 180 CST,328.78
2015-09-07,BIX 180 CST,326.41
2015-09-08,BIX 180 CST,318.93
2015-09-09,BIX 180 CST,317.97
2015-09-10,BIX 180 CST,315.2
2015-09-11,BIX 180 CST,313.43
2015-09-12,BIX 180 CST,313.43
2015-09-13,BIX 180 CST,313.43
2015-09-14,BIX 180 CST,312.13
2015-09-15,BIX 180 CST,307.13
2015-09-16,BIX 180 CST,309.44
2015-09-17,BIX 180 CST,314.76
2015-09-18,BIX 180 CST,311.86
2015-09-19,BIX 180 CST,311.86
2015-09-20,BIX 180 CST,311.86
2015-09-21,BIX 180 CST,308.34
2015-09-22,BIX 180 CST,308.21
2015-09-23,BIX 180 CST,308.2
2015-09-24,BIX 180 CST,308.62
2015-09-25,BIX 180 CST,308.32
2015-09-26,BIX 180 CST,308.32
2015-09-27,BIX 180 CST,308.32
2015-09-28,BIX 180 CST,313.36
2015-09-29,BIX 180 CST,311.27
2015-09-30,BIX 180 CST,311.64
2015-10-01,BIX 180 CST,312.57
2015-10-02,BIX 180 CST,312.75
2015-10-03,BIX 180 CST,312.75
2015-10-04,BIX 180 CST,312.75
2015-10-05,BIX 180 CST,314.02
2015-10-06,BIX 180 CST,316.9
2015-10-07,BIX 180 CST,324.46
2015-10-08,BIX 180 CST,324.61
2015-10-09,BIX 180 CST,325.72
2015-10-10,BIX 180 CST,325.72
2015-10-11,BIX 180 CST,325.72
2015-10-12,BIX 180 CST,325.42
2015-10-13,BIX 180 CST,322.95
2015-10-14,BIX 180 CST,319.68
2015-10-15,BIX 180 CST,316.66
2015-10-16,BIX 180 CST,317.27
2015-10-17,BIX 180 CST,317.27
2015-10-18,BIX 180 CST,317.27
2015-10-19,BIX 180 CST,317.85
2015-10-20,BIX 180 CST,315.08
2015-10-21,BIX 180 CST,314.72
2015-10-22,BIX 180 CST,321.06
2015-10-23,BIX 180 CST,321.72
2015-10-24,BIX 180 CST,321.72
2015-10-25,BIX 180 CST,321.72
2015-10-26,BIX 180 CST,307.72
2015-10-27,BIX 180 CST,306.78
2015-10-28,BIX 180 CST,306.26
2015-10-29,BIX 180 CST,308.94
2015-10-30,BIX 180 CST,309.2
2015-10-31,BIX 180 CST,309.2
2015-11-01,BIX 180 CST,309.2
2015-11-02,BIX 180 CST,309.31
2015-11-03,BIX 180 CST,307.99
2015-11-04,BIX 180 CST,313.67
2015-11-05,BIX 180 CST,309.95
2015-11-06,BIX 180 CST,312.35
2015-11-07,BIX 180 CST,312.35
2015-11-08,BIX 180 CST,312.35
2015-11-09,BIX 180 CST,310.77
2015-11-10,BIX 180 CST,308.82
2015-11-11,BIX 180 CST,307.96
2015-11-12,BIX 180 CST,303.63
2015-11-13,BIX 180 CST,299.63
2015-11-14,BIX 180 CST,299.63
2015-11-15,BIX 180 CST,299.63
2015-11-16,BIX 180 CST,298.76
2015-11-17,BIX 180 CST,297.53
2015-11-18,BIX 180 CST,295.83
2015-11-19,BIX 180 CST,292.61
2015-11-20,BIX 180 CST,293.36
2015-11-21,BIX 180 CST,293.36
2015-11-22,BIX 180 CST,293.36
2015-11-23,BIX 180 CST,292.37
2015-11-24,BIX 180 CST,294.87
2015-11-25,BIX 180 CST,294.3
2015-11-26,BIX 180 CST,293.13
2015-11-27,BIX 180 CST,291.56
2015-11-28,BIX 180 CST,291.56
2015-11-29,BIX 180 CST,291.56
2015-11-30,BIX 180 CST,291.14
2015-12-01,BIX 180 CST,286.23
2015-12-02,BIX 180 CST,284.5
2015-12-03,BIX 180 CST,280.58
2015-12-04,BIX 180 CST,282.06
2015-12-05,BIX 180 CST,282.06
2015-12-06,BIX 180 CST,282.06
2015-12-07,BIX 180 CST,278.88
2015-12-08,BIX 180 CST,272.35
2015-12-09,BIX 180 CST,267.7
2015-12-10,BIX 180 CST,266.34
2015-12-11,BIX 180 CST,265.63
2015-12-12,BIX 180 CST,265.63
2015-12-13,BIX 180 CST,265.63
2015-12-14,BIX 180 CST,262.27
2015-12-15,BIX 180 CST,256.39
2015-12-16,BIX 180 CST,255.44
2015-12-17,BIX 180 CST,251.47
2015-12-18,BIX 180 CST,251.65
2015-12-19,BIX 180 CST,251.65
2015-12-20,BIX 180 CST,251.65
2015-12-21,BIX 180 CST,251.92
2015-12-22,BIX 180 CST,248.73
2015-12-23,BIX 180 CST,247.55
2015-12-24,BIX 180 CST,248
2015-12-25,BIX 180 CST,248
2015-12-26,BIX 180 CST,248
2015-12-27,BIX 180 CST,248
2015-12-28,BIX 180 CST,248.28
2015-12-29,BIX 180 CST,247.63
2015-12-30,BIX 180 CST,248.75
2015-12-31,BIX 180 CST,246.61
2016-01-01,BIX 180 CST,246.61
2016-01-02,BIX 180 CST,246.61
2016-01-03,BIX 180 CST,246.61
2016-01-04,BIX 180 CST,244.81
2016-01-05,BIX 180 CST,243.96
2016-01-06,BIX 180 CST,241.7
2016-01-07,BIX 180 CST,234.81
2016-01-08,BIX 180 CST,237.72
2016-01-09,BIX 180 CST,237.72
2016-01-10,BIX 180 CST,237.72
2016-01-11,BIX 180 CST,231.78
2016-01-12,BIX 180 CST,225.95
2016-01-13,BIX 180 CST,224.45
2016-01-14,BIX 180 CST,223.35
2016-01-15,BIX 180 CST,221
2016-01-16,BIX 180 CST,221
2016-01-17,BIX 180 CST,221
2016-01-18,BIX 180 CST,219.46
2016-01-19,BIX 180 CST,215.18
2016-01-20,BIX 180 CST,217.65
2016-01-21,BIX 180 CST,216.43
2016-01-22,BIX 180 CST,222.2
2016-01-23,BIX 180 CST,222.2
2016-01-24,BIX 180 CST,222.2
2016-01-25,BIX 180 CST,226.27
2016-01-26,BIX 180 CST,223.57
2016-01-27,BIX 180 CST,224.46
2016-01-28,BIX 180 CST,227.51
2016-01-29,BIX 180 CST,232.98
2016-01-30,BIX 180 CST,232.98
2016-01-31,BIX 180 CST,232.98
2016-02-01,BIX 180 CST,233.91
2016-02-02,BIX 180 CST,232.22
2016-02-03,BIX 180 CST,230.35
2016-02-04,BIX 180 CST,233.77
2016-02-05,BIX 180 CST,232.71
2016-02-06,BIX 180 CST,232.71
2016-02-07,BIX 180 CST,232.71
2016-02-08,BIX 180 CST,230.97
2016-02-09,BIX 180 CST,231.35
2016-02-10,BIX 180 CST,228.89
2016-02-11,BIX 180 CST,225.88
2016-02-12,BIX 180 CST,225.75
2016-02-13,BIX 180 CST,225.75
2016-02-14,BIX 180 CST,225.75
2016-02-15,BIX 180 CST,228.26
2016-02-16,BIX 180 CST,230.39
2016-02-17,BIX 180 CST,228.26
2016-02-18,BIX 180 CST,232.79
2016-02-19,BIX 180 CST,230.66
2016-02-20,BIX 180 CST,230.66
2016-02-21,BIX 180 CST,230.66
2016-02-22,BIX 180 CST,228.65
2016-02-23,BIX 180 CST,230.09
2016-02-24,BIX 180 CST,226.6
2016-02-25,BIX 180 CST,227.31
2016-02-26,BIX 180 CST,229.14
2016-02-27,BIX 180 CST,229.14
2016-02-28,BIX 180 CST,229.14
2016-02-29,BIX 180 CST,229.84
2016-03-01,BIX 180 CST,230.6
2016-03-02,BIX 180 CST,230.72
2016-03-03,BIX 180 CST,230.35
2016-03-04,BIX 180 CST,241.7
2016-03-05,BIX 180 CST,241.7
2016-03-06,BIX 180 CST,241.7
2016-03-07,BIX 180 CST,234.42
2016-03-08,BIX 180 CST,240.41
2016-03-09,BIX 180 CST,240.81
2016-03-10,BIX 180 CST,244.23
2016-03-11,BIX 180 CST,243.19
2016-03-12,BIX 180 CST,243.19
2016-03-13,BIX 180 CST,243.19
2016-03-14,BIX 180 CST,244.6
2016-03-15,BIX 180 CST,242.25
2016-03-16,BIX 180 CST,240.97
2016-03-17,BIX 180 CST,243.13
2016-03-18,BIX 180 CST,245.2
2016-03-19,BIX 180 CST,245.2
2016-03-20,BIX 180 CST,245.2
2016-03-21,BIX 180 CST,243.98
2016-03-22,BIX 180 CST,243.96
2016-03-23,BIX 180 CST,246
2016-03-24,BIX 180 CST,245.35
2016-03-25,BIX 180 CST,245.35
2016-03-26,BIX 180 CST,245.35
2016-03-27,BIX 180 CST,245.35
2016-03-28,BIX 180 CST,245.22
2016-03-29,BIX 180 CST,244.64
2016-03-30,BIX 180 CST,242.85
2016-03-31,BIX 180 CST,244.18
2016-04-01,BIX 180 CST,245.07
2016-04-02,BIX 180 CST,245.07
2016-04-03,BIX 180 CST,245.07
2016-04-04,BIX 180 CST,241.86
2016-04-05,BIX 180 CST,238.06
2016-04-06,BIX 180 CST,238.22
2016-04-07,BIX 180 CST,241.8
2016-04-08,BIX 180 CST,243.45
2016-04-09,BIX 180 CST,243.45
2016-04-10,BIX 180 CST,243.45
2016-04-11,BIX 180 CST,246.09
2016-04-12,BIX 180 CST,250.82
2016-04-13,BIX 180 CST,252.97
2016-04-14,BIX 180 CST,254.71
2016-04-15,BIX 180 CST,255.5
2016-04-16,BIX 180 CST,255.5
2016-04-17,BIX 180 CST,255.5
2016-04-18,BIX 180 CST,251.63
2016-04-19,BIX 180 CST,252.8
2016-04-20,BIX 180 CST,253.23
2016-04-21,BIX 180 CST,258.35
2016-04-22,BIX 180 CST,259.46
2016-04-23,BIX 180 CST,259.46
2016-04-24,BIX 180 CST,259.46
2016-04-25,BIX 180 CST,261.57
2016-04-26,BIX 180 CST,259.94
2016-04-27,BIX 180 CST,266.11
2016-04-28,BIX 180 CST,268.98
2016-04-29,BIX 180 CST,273.15
2016-04-30,BIX 180 CST,273.15
2016-05-01,BIX 180 CST,273.15
2016-05-02,BIX 180 CST,275.28
2016-05-03,BIX 180 CST,274.37
2016-05-04,BIX 180 CST,273.29
2016-05-05,BIX 180 CST,274.31
2016-05-06,BIX 180 CST,271.87
2016-05-07,BIX 180 CST,271.87
2016-05-08,BIX 180 CST,271.87
2016-05-09,BIX 180 CST,275.49
2016-05-10,BIX 180 CST,273.26
2016-05-11,BIX 180 CST,275.47
2016-05-12,BIX 180 CST,280.56
2016-05-13,BIX 180 CST,282.13
2016-05-14,BIX 180 CST,282.13
2016-05-15,BIX 180 CST,282.13
2016-05-16,BIX 180 CST,284.85
2016-05-17,BIX 180 CST,287.27
2016-05-18,BIX 180 CST,288.19
2016-05-19,BIX 180 CST,287.74
2016-05-20,BIX 180 CST,288.87
2016-05-21,BIX 180 CST,288.87
2016-05-22,BIX 180 CST,288.87
2016-05-23,BIX 180 CST,290.02
2016-05-24,BIX 180 CST,288.98
2016-05-25,BIX 180 CST,290.8
2016-05-26,BIX 180 CST,292
2016-05-27,BIX 180 CST,292.25
2016-05-28,BIX 180 CST,292.25
2016-05-29,BIX 180 CST,292.25
2016-05-30,BIX 180 CST,292.57
2016-05-31,BIX 180 CST,293.68
2016-06-01,BIX 180 CST,294.27
2016-06-02,BIX 180 CST,295.19
2016-06-03,BIX 180 CST,295.59
2016-06-04,BIX 180 CST,295.59
2016-06-05,BIX 180 CST,295.59
2016-06-06,BIX 180 CST,296.43
2016-06-07,BIX 180 CST,299.05
2016-06-08,BIX 180 CST,302.19
2016-06-09,BIX 180 CST,304.44
2016-06-10,BIX 180 CST,305.93
2016-06-11,BIX 180 CST,305.93
2016-06-12,BIX 180 CST,305.93
2016-06-13,BIX 180 CST,303.38
2016-06-14,BIX 180 CST,302.01
2016-06-15,BIX 180 CST,300.86
2016-06-16,BIX 180 CST,299.64
2016-06-17,BIX 180 CST,297.56
2016-06-18,BIX 180 CST,297.56
2016-06-19,BIX 180 CST,297.56
2016-06-20,BIX 180 CST,301.59
2016-06-21,BIX 180 CST,304.14
2016-06-22,BIX 180 CST,305.41
2016-06-23,BIX 180 CST,306.88
2016-06-24,BIX 180 CST,305.82
2016-06-25,BIX 180 CST,305.82
2016-06-26,BIX 180 CST,305.82
2016-06-27,BIX 180 CST,304.4
2016-06-28,BIX 180 CST,302.39
2016-06-29,BIX 180 CST,305.84
2016-06-30,BIX 180 CST,311.36
2016-07-01,BIX 180 CST,311.71
2016-07-02,BIX 180 CST,311.71
2016-07-03,BIX 180 CST,311.71
2016-07-04,BIX 180 CST,311.76
2016-07-05,BIX 180 CST,310.32
2016-07-06,BIX 180 CST,308.74
2016-07-07,BIX 180 CST,310.57
2016-07-08,BIX 180 CST,308.5
2016-07-09,BIX 180 CST,308.5
2016-07-10,BIX 180 CST,308.5
2016-07-11,BIX 180 CST,308.61
2016-07-12,BIX 180 CST,308.72
2016-07-13,BIX 180 CST,310.87
2016-07-14,BIX 180 CST,307.09
2016-07-15,BIX 180 CST,309.25
2016-07-16,BIX 180 CST,309.25
2016-07-17,BIX 180 CST,309.25
2016-07-18,BIX 180 CST,309.26
2016-07-19,BIX 180 CST,308.53
2016-07-20,BIX 180 CST,307.64
2016-07-21,BIX 180 CST,306.79
2016-07-22,BIX 180 CST,305.22
2016-07-23,BIX 180 CST,305.22
2016-07-24,BIX 180 CST,305.22
2016-07-25,BIX 180 CST,303.28
2016-07-26,BIX 180 CST,300.54
2016-07-27,BIX 180 CST,300.15
2016-07-28,BIX 180 CST,298.42
2016-07-29,BIX 180 CST,296.79
2016-07-30,BIX 180 CST,296.79
2016-07-31,BIX 180 CST,296.79
2016-08-01,BIX 180 CST,295.94
2016-08-02,BIX 180 CST,292.65
2016-08-03,BIX 180 CST,289.12
2016-08-04,BIX 180 CST,290.49
2016-08-05,BIX 180 CST,291.54
2016-08-06,BIX 180 CST,291.54
2016-08-07,BIX 180 CST,291.54
2016-08-08,BIX 180 CST,291.79
2016-08-09,BIX 180 CST,292.69
2016-08-10,BIX 180 CST,293.24
2016-08-11,BIX 180 CST,293.16
2016-08-12,BIX 180 CST,297.62
2016-08-13,BIX 180 CST,297.62
2016-08-14,BIX 180 CST,297.62
2016-08-15,BIX 180 CST,300.91
2016-08-16,BIX 180 CST,304.4
2016-08-17,BIX 180 CST,308.3
2016-08-18,BIX 180 CST,311.56
2016-08-19,BIX 180 CST,316.75
2016-08-20,BIX 180 CST,316.75
2016-08-21,BIX 180 CST,316.75
2016-08-22,BIX 180 CST,316.9
2016-08-23,BIX 180 CST,314.33
2016-08-24,BIX 180 CST,315.86
2016-08-25,BIX 180 CST,313.95
2016-08-26,BIX 180 CST,315.35
2016-08-27,BIX 180 CST,315.35
2016-08-28,BIX 180 CST,315.35
2016-08-29,BIX 180 CST,317.16
2016-08-30,BIX 180 CST,316.98
2016-08-31,BIX 180 CST,315.32
2016-09-01,BIX 180 CST,311.74
2016-09-02,BIX 180 CST,309.41
2016-09-03,BIX 180 CST,309.41
2016-09-04,BIX 180 CST,309.41
2016-09-05,BIX 180 CST,312.8
2016-09-06,BIX 180 CST,313.27
2016-09-07,BIX 180 CST,313.48
2016-09-08,BIX 180 CST,315.33
2016-09-09,BIX 180 CST,317.44
2016-09-10,BIX 180 CST,317.44
2016-09-11,BIX 180 CST,317.44
2016-09-12,BIX 180 CST,316.17
2016-09-13,BIX 180 CST,311.5
2016-09-14,BIX 180 CST,315.09
2016-09-15,BIX 180 CST,313.7
2016-09-16,BIX 180 CST,314.09
2016-09-17,BIX 180 CST,314.09
2016-09-18,BIX 180 CST,314.09
2016-09-19,BIX 180 CST,314.25
2016-09-20,BIX 180 CST,309.92
2016-09-21,BIX 180 CST,309.92
2016-09-22,BIX 180 CST,309.98
2016-09-23,BIX 180 CST,310.98
2016-09-24,BIX 180 CST,310.98
2016-09-25,BIX 180 CST,310.98
2016-09-26,BIX 180 CST,311.62
2016-09-27,BIX 180 CST,310.78
2016-09-28,BIX 180 CST,310.56
2016-09-29,BIX 180 CST,317.77
2016-09-30,BIX 180 CST,319.33
2016-10-01,BIX 180 CST,319.33
2016-10-02,BIX 180 CST,319.33
2016-10-03,BIX 180 CST,323.35
2016-10-04,BIX 180 CST,322.42
2016-10-05,BIX 180 CST,326.75
2016-10-06,BIX 180 CST,329.16
2016-10-07,BIX 180 CST,333.26
2016-10-08,BIX 180 CST,333.26
2016-10-09,BIX 180 CST,333.26
2016-10-10,BIX 180 CST,335.12
2016-10-11,BIX 180 CST,336.85
2016-10-12,BIX 180 CST,337.6
2016-10-13,BIX 180 CST,336.61
2016-10-14,BIX 180 CST,340.35
2016-10-15,BIX 180 CST,340.35
2016-10-16,BIX 180 CST,340.35
2016-10-17,BIX 180 CST,340.48
2016-10-18,BIX 180 CST,340.31
2016-10-19,BIX 180 CST,342.87
2016-10-20,BIX 180 CST,346.15
2016-10-21,BIX 180 CST,345.74
2016-10-22,BIX 180 CST,345.74
2016-10-23,BIX 180 CST,345.74
2016-10-24,BIX 180 CST,346.59
2016-10-25,BIX 180 CST,346.76
2016-10-26,BIX 180 CST,346.67
2016-10-27,BIX 180 CST,345.86
2016-10-28,BIX 180 CST,345.26
2016-10-29,BIX 180 CST,345.26
2016-10-30,BIX 180 CST,345.26
2016-10-31,BIX 180 CST,344.66
2016-11-01,BIX 180 CST,341.07
2016-11-02,BIX 180 CST,337.85
2016-11-03,BIX 180 CST,334.84
2016-11-04,BIX 180 CST,333.43
2016-11-05,BIX 180 CST,333.43
2016-11-06,BIX 180 CST,333.43
2016-11-07,BIX 180 CST,332.8
2016-11-08,BIX 180 CST,334.46
2016-11-09,BIX 180 CST,334.28
2016-11-10,BIX 180 CST,333.77
2016-11-11,BIX 180 CST,332.59
2016-11-12,BIX 180 CST,332.59
2016-11-13,BIX 180 CST,332.59
2016-11-14,BIX 180 CST,330.48
2016-11-15,BIX 180 CST,328.19
2016-11-16,BIX 180 CST,330.56
2016-11-17,BIX 180 CST,331.11
2016-11-18,BIX 180 CST,331.69
2016-11-19,BIX 180 CST,331.69
2016-11-20,BIX 180 CST,331.69
2016-11-21,BIX 180 CST,336.43
2016-11-22,BIX 180 CST,339.96
2016-11-23,BIX 180 CST,341.47
2016-11-24,BIX 180 CST,341.25
2016-11-25,BIX 180 CST,343.33
2016-11-26,BIX 180 CST,343.33
2016-11-27,BIX 180 CST,343.33
2016-11-28,BIX 180 CST,342.38
2016-11-29,BIX 180 CST,344.32
2016-11-30,BIX 180 CST,344.65
2016-12-01,BIX 180 CST,350.98
2016-12-02,BIX 180 CST,355.18
2016-12-03,BIX 180 CST,355.18
2016-12-04,BIX 180 CST,355.18
2016-12-05,BIX 180 CST,360.21
2016-12-06,BIX 180 CST,362.73
2016-12-07,BIX 180 CST,363.87
2016-12-08,BIX 180 CST,363.88
2016-12-09,BIX 180 CST,366.98
2016-12-10,BIX 180 CST,366.98
2016-12-11,BIX 180 CST,366.98
2016-12-12,BIX 180 CST,373.82
2016-12-13,BIX 180 CST,375.02
2016-12-14,BIX 180 CST,375.03
2016-12-15,BIX 180 CST,375.88
2016-12-16,BIX 180 CST,376.47
2016-12-17,BIX 180 CST,376.47
2016-12-18,BIX 180 CST,376.47
2016-12-19,BIX 180 CST,379.38
2016-12-20,BIX 180 CST,377.71
2016-12-21,BIX 180 CST,379.03
2016-12-22,BIX 180 CST,378.85
2016-12-23,BIX 180 CST,378.91
2016-12-24,BIX 180 CST,378.91
2016-12-25,BIX 180 CST,378.91
2016-12-26,BIX 180 CST,378.91
2016-12-27,BIX 180 CST,379.54
2016-12-28,BIX 180 CST,382.52
2016-12-29,BIX 180 CST,387.15
2016-12-30,BIX 180 CST,387.31
2016-12-31,BIX 180 CST,387.31
2017-01-01,BIX 180 CST,387.31
2017-01-02,BIX 180 CST,387.28
2017-01-03,BIX 180 CST,390.53
2017-01-04,BIX 180 CST,388.93
2017-01-05,BIX 180 CST,392.55
2017-01-06,BIX 180 CST,395.21
2017-01-07,BIX 180 CST,395.21
