hotspot_gulf_of_guinea,hotspot_southeast_asia,hotspot_gulf_of_aden,date,unique_hotspot_vessels_last_3_month,unique_hotspot_vessels_last_6_month,unique_hotspot_vessels_last_9_month,unique_hotspot_vessels_last_12_month
0,1,1,2012-04-19,20473,NA,NA,NA
0,1,1,2012-04-20,20480,NA,NA,NA
0,1,1,2012-04-21,20497,NA,NA,NA
0,1,1,2012-04-22,20511,NA,NA,NA
0,1,1,2012-04-23,20553,NA,NA,NA
0,1,1,2012-04-24,20582,NA,NA,NA
0,1,1,2012-04-25,20608,NA,NA,NA
0,1,1,2012-04-26,20644,NA,NA,NA
0,1,1,2012-04-27,20682,NA,NA,NA
0,1,1,2012-04-28,20712,NA,NA,NA
0,1,1,2012-04-29,20727,NA,NA,NA
0,1,1,2012-04-30,20744,NA,NA,NA
0,1,1,2012-05-01,20768,NA,NA,NA
0,1,1,2012-05-02,20818,NA,NA,NA
0,1,1,2012-05-03,20843,NA,NA,NA
0,1,1,2012-05-04,20846,NA,NA,NA
0,1,1,2012-05-05,20876,NA,NA,NA
0,1,1,2012-05-06,20904,NA,NA,NA
0,1,1,2012-05-07,20921,NA,NA,NA
0,1,1,2012-05-08,20932,NA,NA,NA
0,1,1,2012-05-09,20944,NA,NA,NA
0,1,1,2012-05-10,20966,NA,NA,NA
0,1,1,2012-05-11,20991,NA,NA,NA
0,1,1,2012-05-12,21014,NA,NA,NA
0,1,1,2012-05-13,21025,NA,NA,NA
0,1,1,2012-05-14,21048,NA,NA,NA
0,1,1,2012-05-15,21046,NA,NA,NA
0,1,1,2012-05-16,21075,NA,NA,NA
0,1,1,2012-05-17,21098,NA,NA,NA
0,1,1,2012-05-18,21108,NA,NA,NA
0,1,1,2012-05-19,21116,NA,NA,NA
0,1,1,2012-05-20,21117,NA,NA,NA
0,1,1,2012-05-21,21143,NA,NA,NA
0,1,1,2012-05-22,21149,NA,NA,NA
0,1,1,2012-05-23,21163,NA,NA,NA
0,1,1,2012-05-24,21188,NA,NA,NA
0,1,1,2012-05-25,21200,NA,NA,NA
0,1,1,2012-05-26,21219,NA,NA,NA
0,1,1,2012-05-27,21227,NA,NA,NA
0,1,1,2012-05-28,21241,NA,NA,NA
0,1,1,2012-05-29,21232,NA,NA,NA
0,1,1,2012-05-30,21253,NA,NA,NA
0,1,1,2012-05-31,21263,NA,NA,NA
0,1,1,2012-06-01,21268,NA,NA,NA
0,1,1,2012-06-02,21297,NA,NA,NA
0,1,1,2012-06-03,21288,NA,NA,NA
0,1,1,2012-06-04,21299,NA,NA,NA
0,1,1,2012-06-05,21317,NA,NA,NA
0,1,1,2012-06-06,21325,NA,NA,NA
0,1,1,2012-06-07,21317,NA,NA,NA
0,1,1,2012-06-08,21315,NA,NA,NA
0,1,1,2012-06-09,21314,NA,NA,NA
0,1,1,2012-06-10,21308,NA,NA,NA
0,1,1,2012-06-11,21312,NA,NA,NA
0,1,1,2012-06-12,21289,NA,NA,NA
0,1,1,2012-06-13,21288,NA,NA,NA
0,1,1,2012-06-14,21275,NA,NA,NA
0,1,1,2012-06-15,21289,NA,NA,NA
0,1,1,2012-06-16,21299,NA,NA,NA
0,1,1,2012-06-17,21322,NA,NA,NA
0,1,1,2012-06-18,21330,NA,NA,NA
0,1,1,2012-06-19,21303,NA,NA,NA
0,1,1,2012-06-20,21315,NA,NA,NA
0,1,1,2012-06-21,21314,NA,NA,NA
0,1,1,2012-06-22,21333,NA,NA,NA
0,1,1,2012-06-23,21343,NA,NA,NA
0,1,1,2012-06-24,21336,NA,NA,NA
0,1,1,2012-06-25,21317,NA,NA,NA
0,1,1,2012-06-26,21294,NA,NA,NA
0,1,1,2012-06-27,21298,NA,NA,NA
0,1,1,2012-06-28,21317,23207,NA,NA
0,1,1,2012-06-29,21312,23231,NA,NA
0,1,1,2012-06-30,21316,23256,NA,NA
0,1,1,2012-07-01,21329,23287,NA,NA
0,1,1,2012-07-02,21349,23323,NA,NA
0,1,1,2012-07-03,21341,23351,NA,NA
0,1,1,2012-07-04,21350,23369,NA,NA
0,1,1,2012-07-05,21363,23387,NA,NA
0,1,1,2012-07-06,21349,23417,NA,NA
0,1,1,2012-07-07,21333,23432,NA,NA
0,1,1,2012-07-08,21353,23456,NA,NA
0,1,1,2012-07-09,21377,23482,NA,NA
0,1,1,2012-07-10,21391,23502,NA,NA
0,1,1,2012-07-11,21428,23538,NA,NA
0,1,1,2012-07-12,21438,23555,NA,NA
0,1,1,2012-07-13,21477,23593,NA,NA
0,1,1,2012-07-14,21501,23625,NA,NA
0,1,1,2012-07-15,21499,23636,NA,NA
0,1,1,2012-07-16,21488,23652,NA,NA
0,1,1,2012-07-17,21498,23676,NA,NA
0,1,1,2012-07-18,21498,23698,NA,NA
0,1,1,2012-07-19,21548,23740,NA,NA
0,1,1,2012-07-20,21610,23778,NA,NA
0,1,1,2012-07-21,21644,23809,NA,NA
0,1,1,2012-07-22,21647,23830,NA,NA
0,1,1,2012-07-23,21643,23837,NA,NA
0,1,1,2012-07-24,21673,23867,NA,NA
0,1,1,2012-07-25,21699,23895,NA,NA
0,1,1,2012-07-26,21713,23922,NA,NA
0,1,1,2012-07-27,21745,23945,NA,NA
0,1,1,2012-07-28,21771,23973,NA,NA
0,1,1,2012-07-29,21779,23984,NA,NA
0,1,1,2012-07-30,21791,23999,NA,NA
0,1,1,2012-07-31,21811,24026,NA,NA
0,1,1,2012-08-01,21815,24036,NA,NA
0,1,1,2012-08-02,21813,24040,NA,NA
0,1,1,2012-08-03,21810,24056,NA,NA
0,1,1,2012-08-04,21850,24102,NA,NA
0,1,1,2012-08-05,21836,24130,NA,NA
0,1,1,2012-08-06,21846,24152,NA,NA
0,1,1,2012-08-07,21863,24173,NA,NA
0,1,1,2012-08-08,21848,24185,NA,NA
0,1,1,2012-08-09,21856,24205,NA,NA
0,1,1,2012-08-10,21878,24222,NA,NA
0,1,1,2012-08-11,21916,24247,NA,NA
0,1,1,2012-08-12,21952,24270,NA,NA
0,1,1,2012-08-13,21962,24278,NA,NA
0,1,1,2012-08-14,21978,24296,NA,NA
0,1,1,2012-08-15,21989,24329,NA,NA
0,1,1,2012-08-16,21994,24342,NA,NA
0,1,1,2012-08-17,22006,24349,NA,NA
0,1,1,2012-08-18,22015,24361,NA,NA
0,1,1,2012-08-19,22012,24369,NA,NA
0,1,1,2012-08-20,22023,24389,NA,NA
0,1,1,2012-08-21,22032,24403,NA,NA
0,1,1,2012-08-22,22046,24427,NA,NA
0,1,1,2012-08-23,22126,24487,NA,NA
0,1,1,2012-08-24,22313,24675,NA,NA
0,1,1,2012-08-25,22527,24887,NA,NA
0,1,1,2012-08-26,22739,25127,NA,NA
0,1,1,2012-08-27,23008,25390,NA,NA
0,1,1,2012-08-28,23320,25705,NA,NA
0,1,1,2012-08-29,23680,26062,NA,NA
0,1,1,2012-08-30,24016,26396,NA,NA
0,1,1,2012-08-31,24378,26736,NA,NA
0,1,1,2012-09-01,24656,27026,NA,NA
0,1,1,2012-09-02,24951,27322,NA,NA
0,1,1,2012-09-03,25190,27581,NA,NA
0,1,1,2012-09-04,25488,27875,NA,NA
0,1,1,2012-09-05,25724,28120,NA,NA
0,1,1,2012-09-06,25961,28355,NA,NA
0,1,1,2012-09-07,26201,28596,NA,NA
0,1,1,2012-09-08,26434,28824,NA,NA
0,1,1,2012-09-09,26645,29041,NA,NA
0,1,1,2012-09-10,26887,29253,NA,NA
0,1,1,2012-09-11,27105,29457,NA,NA
0,1,1,2012-09-12,27310,29654,NA,NA
0,1,1,2012-09-13,27502,29859,NA,NA
0,1,1,2012-09-14,27704,30080,NA,NA
0,1,1,2012-09-15,27886,30261,NA,NA
0,1,1,2012-09-16,28052,30439,NA,NA
0,1,1,2012-09-17,28200,30589,NA,NA
0,1,1,2012-09-18,28389,30791,NA,NA
0,1,1,2012-09-19,28559,30955,NA,NA
0,1,1,2012-09-20,28750,31132,NA,NA
0,1,1,2012-09-21,28944,31318,NA,NA
0,1,1,2012-09-22,29099,31478,NA,NA
0,1,1,2012-09-23,29261,31628,NA,NA
0,1,1,2012-09-24,29408,31769,NA,NA
0,1,1,2012-09-25,29558,31917,NA,NA
0,1,1,2012-09-26,29690,32054,33061,NA
0,1,1,2012-09-27,29831,32194,33222,NA
0,1,1,2012-09-28,29992,32350,33392,NA
0,1,1,2012-09-29,30170,32524,33575,NA
0,1,1,2012-09-30,30309,32662,33725,NA
0,1,1,2012-10-01,30453,32796,33872,NA
0,1,1,2012-10-02,30586,32922,33999,NA
0,1,1,2012-10-03,30696,33035,34118,NA
0,1,1,2012-10-04,30835,33155,34264,NA
0,1,1,2012-10-05,30957,33268,34388,NA
0,1,1,2012-10-06,31086,33396,34522,NA
0,1,1,2012-10-07,31194,33507,34644,NA
0,1,1,2012-10-08,31310,33633,34780,NA
0,1,1,2012-10-09,31438,33760,34914,NA
0,1,1,2012-10-10,31561,33893,35039,NA
0,1,1,2012-10-11,31654,34007,35156,NA
0,1,1,2012-10-12,31775,34121,35282,NA
0,1,1,2012-10-13,31894,34238,35406,NA
0,1,1,2012-10-14,32019,34339,35525,NA
0,1,1,2012-10-15,32105,34423,35612,NA
0,1,1,2012-10-16,32188,34510,35710,NA
0,1,1,2012-10-17,32280,34592,35798,NA
0,1,1,2012-10-18,32393,34710,35916,NA
0,1,1,2012-10-19,32492,34822,36023,NA
0,1,1,2012-10-20,32580,34908,36112,NA
0,1,1,2012-10-21,32682,35009,36223,NA
0,1,1,2012-10-22,32788,35124,36334,NA
0,1,1,2012-10-23,32917,35253,36461,NA
0,1,1,2012-10-24,33036,35359,36579,NA
0,1,1,2012-10-25,33125,35442,36678,NA
0,1,1,2012-10-26,33251,35575,36818,NA
0,1,1,2012-10-27,33374,35696,36933,NA
0,1,1,2012-10-28,33490,35798,37043,NA
0,1,1,2012-10-29,33591,35899,37148,NA
0,1,1,2012-10-30,33706,35998,37257,NA
0,1,1,2012-10-31,33814,36100,37358,NA
0,1,1,2012-11-01,33935,36199,37470,NA
0,1,1,2012-11-02,34035,36305,37579,NA
0,1,1,2012-11-03,34129,36393,37686,NA
0,1,1,2012-11-04,34199,36465,37761,NA
0,1,1,2012-11-05,34294,36554,37855,NA
0,1,1,2012-11-06,34415,36660,37972,NA
0,1,1,2012-11-07,34500,36737,38067,NA
0,1,1,2012-11-08,34586,36836,38169,NA
0,1,1,2012-11-09,34683,36934,38261,NA
0,1,1,2012-11-10,34777,37031,38350,NA
0,1,1,2012-11-11,34819,37097,38418,NA
0,1,1,2012-11-12,34906,37190,38516,NA
0,1,1,2012-11-13,34979,37266,38602,NA
0,1,1,2012-11-14,35041,37337,38675,NA
0,1,1,2012-11-15,35136,37432,38760,NA
0,1,1,2012-11-16,35219,37511,38841,NA
0,1,1,2012-11-17,35306,37595,38928,NA
0,1,1,2012-11-18,35407,37694,39024,NA
0,1,1,2012-11-19,35492,37783,39118,NA
0,1,1,2012-11-20,35563,37873,39209,NA
0,1,1,2012-11-21,35630,37939,39281,NA
0,1,1,2012-11-22,35724,38011,39357,NA
0,1,1,2012-11-23,35795,38091,39443,NA
0,1,1,2012-11-24,35882,38165,39520,NA
0,1,1,2012-11-25,35978,38252,39596,NA
0,1,1,2012-11-26,36037,38318,39668,NA
0,1,1,2012-11-27,36108,38393,39746,NA
0,1,1,2012-11-28,36160,38458,39814,NA
0,1,1,2012-11-29,36246,38539,39892,NA
0,1,1,2012-11-30,36312,38603,39967,NA
0,1,1,2012-12-01,36366,38656,40037,NA
0,1,1,2012-12-02,36417,38714,40109,NA
0,1,1,2012-12-03,36465,38774,40165,NA
0,1,1,2012-12-04,36511,38831,40228,NA
0,1,1,2012-12-05,36564,38886,40288,NA
0,1,1,2012-12-06,36616,38951,40353,NA
0,1,1,2012-12-07,36695,39052,40446,NA
0,1,1,2012-12-08,36770,39127,40529,NA
0,1,1,2012-12-09,36814,39198,40590,NA
0,1,1,2012-12-10,36878,39273,40660,NA
0,1,1,2012-12-11,36941,39350,40734,NA
0,1,1,2012-12-12,37013,39423,40808,NA
0,1,1,2012-12-13,37088,39497,40887,NA
0,1,1,2012-12-14,37144,39569,40964,NA
0,1,1,2012-12-15,37226,39647,41048,NA
0,1,1,2012-12-16,37298,39724,41130,NA
0,1,1,2012-12-17,37354,39796,41216,NA
0,1,1,2012-12-18,37410,39850,41276,NA
0,1,1,2012-12-19,37492,39958,41386,NA
0,1,1,2012-12-20,37555,40054,41480,NA
0,1,1,2012-12-21,37612,40129,41554,NA
0,1,1,2012-12-22,37668,40198,41622,NA
0,1,1,2012-12-23,37732,40278,41696,NA
0,1,1,2012-12-24,37783,40354,41777,NA
0,1,1,2012-12-25,37844,40429,41852,42582
0,1,1,2012-12-26,37874,40475,41894,42643
0,1,1,2012-12-27,37927,40542,41958,42719
0,1,1,2012-12-28,37987,40621,42036,42803
0,1,1,2012-12-29,38027,40667,42083,42855
0,1,1,2012-12-30,38044,40706,42120,42902
0,1,1,2012-12-31,38108,40778,42185,42972
0,1,1,2013-01-01,38171,40853,42262,43052
0,1,1,2013-01-02,38228,40928,42327,43130
0,1,1,2013-01-03,38262,40982,42371,43190
0,1,1,2013-01-04,38321,41064,42457,43277
0,1,1,2013-01-05,38349,41112,42510,43336
0,1,1,2013-01-06,38387,41155,42560,43394
0,1,1,2013-01-07,38435,41227,42628,43471
0,1,1,2013-01-08,38487,41291,42701,43543
0,1,1,2013-01-09,38542,41343,42766,43609
0,1,1,2013-01-10,38592,41412,42832,43688
0,1,1,2013-01-11,38658,41490,42912,43773
0,1,1,2013-01-12,38711,41539,42940,43821
0,1,1,2013-01-13,38770,41602,43004,43894
0,1,1,2013-01-14,38827,41681,43078,43974
0,1,1,2013-01-15,38912,41762,43156,44054
0,1,1,2013-01-16,38967,41840,43235,44129
0,1,1,2013-01-17,39011,41916,43319,44212
0,1,1,2013-01-18,39062,41978,43380,44281
0,1,1,2013-01-19,39128,42056,43454,44363
0,1,1,2013-01-20,39195,42139,43534,44443
0,1,1,2013-01-21,39266,42217,43609,44517
0,1,1,2013-01-22,39346,42299,43687,44601
0,1,1,2013-01-23,39419,42376,43769,44689
0,1,1,2013-01-24,39475,42449,43845,44768
0,1,1,2013-01-25,39529,42523,43924,44843
0,1,1,2013-01-26,39589,42594,43990,44912
0,1,1,2013-01-27,39622,42645,44039,44967
0,1,1,2013-01-28,39684,42706,44091,45026
0,1,1,2013-01-29,39740,42775,44162,45093
0,1,1,2013-01-30,39808,42851,44234,45174
0,1,1,2013-01-31,39842,42900,44281,45231
0,1,1,2013-02-01,39904,42975,44352,45310
0,1,1,2013-02-02,39956,43034,44413,45379
0,1,1,2013-02-03,39994,43071,44450,45421
0,1,1,2013-02-04,40030,43135,44512,45491
0,1,1,2013-02-05,40054,43185,44557,45547
0,1,1,2013-02-06,40079,43226,44603,45593
0,1,1,2013-02-07,40112,43265,44645,45631
0,1,1,2013-02-08,40108,43291,44679,45659
0,1,1,2013-02-09,40090,43282,44685,45670
0,1,1,2013-02-10,40075,43304,44704,45697
0,1,1,2013-02-11,40082,43326,44726,45731
0,1,1,2013-02-12,40098,43349,44756,45765
0,1,1,2013-02-13,40104,43362,44774,45779
0,1,1,2013-02-14,40109,43385,44797,45805
0,1,1,2013-02-15,40123,43422,44830,45846
0,1,1,2013-02-16,40144,43461,44866,45885
0,1,1,2013-02-17,40176,43510,44912,45938
0,1,1,2013-02-18,40209,43559,44964,45991
0,1,1,2013-02-19,40240,43627,45041,46065
0,1,1,2013-02-20,40280,43700,45114,46142
0,1,1,2013-02-21,40334,43781,45195,46228
0,1,1,2013-02-22,40391,43845,45250,46287
0,1,1,2013-02-23,40447,43926,45326,46356
0,1,1,2013-02-24,40494,43997,45391,46422
0,1,1,2013-02-25,40558,44089,45483,46513
0,1,1,2013-02-26,40632,44159,45565,46597
0,1,1,2013-02-27,40710,44243,45656,46684
0,1,1,2013-02-28,40788,44332,45740,46785
0,1,1,2013-03-01,40821,44387,45794,46853
0,1,1,2013-03-02,40881,44462,45872,46940
0,1,1,2013-03-03,40966,44554,45975,47041
0,1,1,2013-03-04,41041,44646,46068,47133
0,1,1,2013-03-05,41129,44739,46156,47218
0,1,1,2013-03-06,41206,44813,46247,47307
0,1,1,2013-03-07,41289,44887,46335,47388
0,1,1,2013-03-08,41370,44966,46418,47472
0,1,1,2013-03-09,41443,45040,46509,47555
0,1,1,2013-03-10,41500,45108,46587,47627
0,1,1,2013-03-11,41588,45180,46668,47706
0,1,1,2013-03-12,41654,45266,46753,47795
0,1,1,2013-03-13,41691,45330,46813,47857
0,1,1,2013-03-14,41776,45426,46916,47961
0,1,1,2013-03-15,41884,45514,46998,48048
0,1,1,2013-03-16,41947,45595,47076,48130
0,1,1,2013-03-17,42003,45655,47140,48198
0,1,1,2013-03-18,42062,45719,47208,48272
0,1,1,2013-03-19,42122,45796,47300,48369
0,1,1,2013-03-20,42180,45851,47381,48450
0,1,1,2013-03-21,42273,45934,47475,48542
0,1,1,2013-03-22,42370,46022,47572,48640
0,1,1,2013-03-23,42450,46113,47672,48737
0,1,1,2013-03-24,42484,46165,47739,48811
0,1,1,2013-03-25,42542,46240,47817,48893
0,1,1,2013-03-26,42639,46335,47918,48990
0,1,1,2013-03-27,42738,46427,48018,49086
0,1,1,2013-03-28,42795,46500,48106,49171
0,1,1,2013-03-29,42893,46583,48197,49261
0,1,1,2013-03-30,42956,46639,48270,49336
0,1,1,2013-03-31,43003,46701,48339,49403
0,1,1,2013-04-01,43090,46787,48435,49496
0,1,1,2013-04-02,43178,46864,48531,49589
0,1,1,2013-04-03,43272,46950,48622,49671
0,1,1,2013-04-04,43316,47005,48691,49739
0,1,1,2013-04-05,43344,47049,48752,49800
0,1,1,2013-04-06,43393,47110,48816,49869
0,1,1,2013-04-07,43459,47188,48897,49950
0,1,1,2013-04-08,43542,47275,48981,50039
0,1,1,2013-04-09,43570,47335,49046,50113
0,1,1,2013-04-10,43625,47400,49119,50184
0,1,1,2013-04-11,43678,47460,49189,50251
0,1,1,2013-04-12,43766,47542,49271,50317
0,1,1,2013-04-13,43831,47614,49338,50388
0,1,1,2013-04-14,43886,47669,49394,50442
0,1,1,2013-04-15,43921,47743,49463,50513
0,1,1,2013-04-16,43979,47804,49527,50582
0,1,1,2013-04-17,44054,47872,49602,50667
0,1,1,2013-04-18,44104,47931,49665,50724
0,1,1,2013-04-19,44166,48002,49741,50803
0,1,1,2013-04-20,44231,48063,49805,50870
0,1,1,2013-04-21,44283,48131,49874,50937
0,1,1,2013-04-22,44339,48216,49955,51015
0,1,1,2013-04-23,44418,48308,50052,51111
0,1,1,2013-04-24,44460,48358,50115,51176
0,1,1,2013-04-25,44523,48420,50193,51257
0,1,1,2013-04-26,44591,48491,50268,51326
0,1,1,2013-04-27,44644,48553,50333,51388
0,1,1,2013-04-28,44690,48618,50403,51451
0,1,1,2013-04-29,44755,48681,50472,51516
0,1,1,2013-04-30,44835,48790,50581,51622
0,1,1,2013-05-01,44933,48883,50679,51721
0,1,1,2013-05-02,44974,48934,50739,51778
0,1,1,2013-05-03,45040,49010,50814,51856
0,1,1,2013-05-04,45116,49092,50894,51930
0,1,1,2013-05-05,45175,49152,50959,51992
0,1,1,2013-05-06,45244,49201,51026,52054
0,1,1,2013-05-07,45293,49242,51072,52099
0,1,1,2013-05-08,45350,49291,51121,52156
0,1,1,2013-05-09,45414,49348,51190,52232
0,1,1,2013-05-10,45479,49419,51258,52311
0,1,1,2013-05-11,45557,49469,51323,52371
0,1,1,2013-05-12,45623,49527,51385,52437
0,1,1,2013-05-13,45711,49595,51454,52511
0,1,1,2013-05-14,45779,49656,51521,52582
0,1,1,2013-05-15,45864,49734,51598,52658
0,1,1,2013-05-16,45933,49797,51664,52723
0,1,1,2013-05-17,46011,49855,51738,52795
0,1,1,2013-05-18,46069,49912,51798,52856
0,1,1,2013-05-19,46124,49969,51852,52920
0,1,1,2013-05-20,46184,50021,51917,52991
0,1,1,2013-05-21,46257,50071,51980,53049
0,1,1,2013-05-22,46332,50133,52053,53123
0,1,1,2013-05-23,46394,50208,52126,53200
0,1,1,2013-05-24,46449,50267,52193,53264
0,1,1,2013-05-25,46492,50318,52246,53313
0,1,1,2013-05-26,46531,50357,52290,53360
0,1,1,2013-05-27,46594,50424,52351,53426
0,1,1,2013-05-28,46658,50492,52430,53507
0,1,1,2013-05-29,46703,50544,52494,53566
0,1,1,2013-05-30,46770,50620,52563,53633
0,1,1,2013-05-31,46839,50672,52620,53687
0,1,1,2013-06-01,46897,50726,52687,53758
0,1,1,2013-06-02,46945,50793,52747,53822
0,1,1,2013-06-03,46999,50849,52811,53882
0,1,1,2013-06-04,47027,50905,52867,53949
0,1,1,2013-06-05,47087,50977,52931,54021
0,1,1,2013-06-06,47091,51007,52965,54058
0,1,1,2013-06-07,47115,51037,52999,54105
0,1,1,2013-06-08,47143,51077,53044,54155
0,1,1,2013-06-09,47212,51165,53126,54246
0,1,1,2013-06-10,47248,51221,53198,54315
0,1,1,2013-06-11,47300,51280,53266,54385
0,1,1,2013-06-12,47325,51334,53329,54452
0,1,1,2013-06-13,47371,51390,53395,54516
0,1,1,2013-06-14,47395,51439,53453,54571
0,1,1,2013-06-15,47438,51496,53521,54640
0,1,1,2013-06-16,47512,51575,53593,54712
0,1,1,2013-06-17,47566,51631,53667,54797
0,1,1,2013-06-18,47636,51700,53745,54888
0,1,1,2013-06-19,47664,51739,53796,54950
0,1,1,2013-06-20,47702,51795,53854,55016
0,1,1,2013-06-21,47777,51869,53939,55102
0,1,1,2013-06-22,47844,51927,53996,55172
0,1,1,2013-06-23,47881,51970,54049,55228
0,1,1,2013-06-24,47923,52015,54102,55286
0,1,1,2013-06-25,47968,52055,54153,55346
0,1,1,2013-06-26,48032,52116,54222,55431
0,1,1,2013-06-27,48094,52186,54290,55504
0,1,1,2013-06-28,48138,52238,54348,55571
0,1,1,2013-06-29,48209,52306,54421,55648
0,1,1,2013-06-30,48268,52381,54498,55728
0,1,1,2013-07-01,48310,52443,54565,55799
0,1,1,2013-07-02,48334,52500,54620,55862
0,1,1,2013-07-03,48425,52595,54718,55961
0,1,1,2013-07-04,48472,52642,54772,56017
0,1,1,2013-07-05,48496,52688,54819,56064
0,1,1,2013-07-06,48555,52735,54883,56130
0,1,1,2013-07-07,48593,52795,54944,56188
0,1,1,2013-07-08,48597,52841,54998,56237
0,1,1,2013-07-09,48666,52911,55069,56311
0,1,1,2013-07-10,48706,52954,55113,56362
0,1,1,2013-07-11,48757,53021,55184,56429
0,1,1,2013-07-12,48798,53074,55240,56489
0,1,1,2013-07-13,48840,53122,55294,56546
0,1,1,2013-07-14,48827,53129,55332,56580
0,1,1,2013-07-15,48844,53168,55392,56641
0,1,1,2013-07-16,48891,53228,55454,56712
0,1,1,2013-07-17,48931,53281,55516,56775
0,1,1,2013-07-18,48963,53332,55568,56831
0,1,1,2013-07-19,48998,53369,55616,56883
0,1,1,2013-07-20,49046,53413,55686,56952
0,1,1,2013-07-21,49109,53484,55765,57029
0,1,1,2013-07-22,49126,53502,55807,57080
0,1,1,2013-07-23,49173,53555,55859,57144
0,1,1,2013-07-24,49202,53603,55916,57208
0,1,1,2013-07-25,49247,53679,55984,57276
0,1,1,2013-07-26,49294,53744,56064,57358
0,1,1,2013-07-27,49319,53774,56105,57401
0,1,1,2013-07-28,49362,53825,56156,57461
0,1,1,2013-07-29,49382,53878,56214,57515
0,1,1,2013-07-30,49411,53928,56281,57583
0,1,1,2013-07-31,49452,53962,56322,57629
0,1,1,2013-08-01,49496,54013,56386,57689
0,1,1,2013-08-02,49543,54077,56453,57761
0,1,1,2013-08-03,49575,54127,56498,57815
0,1,1,2013-08-04,49622,54185,56555,57883
0,1,1,2013-08-05,49660,54220,56586,57925
0,1,1,2013-08-06,49657,54252,56614,57954
0,1,1,2013-08-07,49674,54293,56651,57999
0,1,1,2013-08-08,49671,54310,56677,58018
0,1,1,2013-08-09,49680,54361,56718,58069
0,1,1,2013-08-10,49705,54408,56763,58110
0,1,1,2013-08-11,49711,54449,56797,58151
0,1,1,2013-08-12,49731,54496,56836,58194
0,1,1,2013-08-13,49753,54537,56871,58229
0,1,1,2013-08-14,49747,54571,56908,58270
0,1,1,2013-08-15,49780,54621,56947,58322
0,1,1,2013-08-16,49854,54672,57002,58382
0,1,1,2013-08-17,49893,54724,57052,58428
0,1,1,2013-08-18,49891,54753,57083,58472
0,1,1,2013-08-19,49878,54784,57103,58503
0,1,1,2013-08-20,49881,54808,57130,58540
0,1,1,2013-08-21,49869,54843,57171,58584
0,1,1,2013-08-22,49871,54877,57211,58629
0,1,1,2013-08-23,49875,54923,57256,58683
0,1,1,2013-08-24,49940,54982,57314,58742
0,1,1,2013-08-25,49951,55017,57357,58775
0,1,1,2013-08-26,49952,55052,57401,58824
0,1,1,2013-08-27,49981,55103,57446,58873
0,1,1,2013-08-28,49986,55140,57486,58910
0,1,1,2013-08-29,49940,55174,57517,58954
0,1,1,2013-08-30,49941,55210,57558,59001
0,1,1,2013-08-31,49969,55239,57597,59038
0,1,1,2013-09-01,50030,55308,57670,59117
0,1,1,2013-09-02,50018,55301,57685,59130
0,1,1,2013-09-03,50025,55328,57718,59163
0,1,1,2013-09-04,50055,55356,57762,59214
0,1,1,2013-09-05,50110,55410,57818,59270
0,1,1,2013-09-06,50159,55457,57866,59322
0,1,1,2013-09-07,50170,55492,57899,59355
0,1,1,2013-09-08,50226,55543,57945,59419
0,1,1,2013-09-09,50264,55608,58004,59488
0,1,1,2013-09-10,50280,55635,58048,59541
0,1,1,2013-09-11,50334,55691,58098,59599
0,1,1,2013-09-12,50358,55716,58133,59646
0,1,1,2013-09-13,50364,55748,58169,59690
0,1,1,2013-09-14,50401,55817,58241,59758
0,1,1,2013-09-15,50421,55856,58272,59797
0,1,1,2013-09-16,50533,55895,58312,59836
0,1,1,2013-09-17,50541,55925,58352,59883
0,1,1,2013-09-18,50543,55972,58404,59942
0,1,1,2013-09-19,50533,55994,58433,59983
0,1,1,2013-09-20,50557,56032,58475,60025
0,1,1,2013-09-21,50556,56067,58503,60068
0,1,1,2013-09-22,50575,56111,58542,60109
0,1,1,2013-09-23,50615,56150,58584,60158
0,1,1,2013-09-24,50672,56186,58628,60206
0,1,1,2013-09-25,50683,56195,58654,60231
0,1,1,2013-09-26,50703,56217,58680,60263
0,1,1,2013-09-27,50766,56270,58739,60323
0,1,1,2013-09-28,50849,56321,58811,60397
0,1,1,2013-09-29,50903,56377,58869,60462
0,1,1,2013-09-30,50911,56388,58900,60496
0,1,1,2013-10-01,50910,56433,58943,60544
0,1,1,2013-10-02,50935,56467,58975,60584
0,1,1,2013-10-03,50975,56501,59019,60633
0,1,1,2013-10-04,51010,56547,59063,60689
0,1,1,2013-10-05,51013,56573,59103,60728
0,1,1,2013-10-06,51013,56566,59121,60753
0,1,1,2013-10-07,51007,56565,59128,60773
0,1,1,2013-10-08,51049,56607,59166,60810
0,1,1,2013-10-09,51064,56648,59225,60868
0,1,1,2013-10-10,51091,56684,59269,60909
0,1,1,2013-10-11,51143,56720,59314,60958
0,1,1,2013-10-12,51218,56751,59346,61011
0,1,1,2013-10-13,51240,56777,59374,61056
0,1,1,2013-10-14,51256,56821,59424,61107
0,1,1,2013-10-15,51241,56842,59456,61148
0,1,1,2013-10-16,51272,56880,59506,61201
0,1,1,2013-10-17,51298,56919,59532,61239
0,1,1,2013-10-18,51338,56953,59576,61292
0,1,1,2013-10-19,51350,56960,59595,61321
0,1,1,2013-10-20,51405,56999,59623,61367
0,1,1,2013-10-21,51415,57020,59651,61403
0,1,1,2013-10-22,51422,57043,59677,61427
0,1,1,2013-10-23,51418,57064,59717,61464
0,1,1,2013-10-24,51447,57083,59749,61506
0,1,1,2013-10-25,51457,57097,59774,61542
